Systematic ID	Length (nt)	Gene name	Strand	Start	End	Gene synonym	LT2 orthologue	14028 orthologue	ST4-74 orthologue	UK-1 orthologue	D23580 orthologue	EMBL product	Genbank product	Genbank note	PubMed ID
SL2892	1497		-	3078125	3079621		STM2913	STM14_3515	STM474_3053	STMUK_2902	STMMW_28761	possible permease		similar to E. coli transport protein (AAC75782.1)	
SL2893	951		-	3079618	3080568		STM2914	STM14_3516	STM474_3054	STMUK_2903	STMMW_28771	conserved hypothetical protein			
SL2894	762	hyi	-	3080608	3081369	ygbM	STM2915	STM14_3517	STM474_3055	STMUK_2904	STMMW_28781	hypothetical hydroxypyruvate isomerase	hypothetical protein		
SL2895	639	ygbL	-	3081374	3082012		STM2916	STM14_3518	STM474_3056	STMUK_2905	STMMW_28791	possible sugar aldolase		similar to E. coli epimerase/aldolase (AAC75780.1)	
SL2896	1263	ygbK	-	3082009	3083271		STM2917	STM14_3519	STM474_3057	STMUK_2906	STMMW_28801	conserved hypothetical protein			
SL2897	924	ygbJ	-	3083265	3084188		STM2918	STM14_3520	STM474_3058	STMUK_2907	STMMW_28811	conserved hypothetical protein		similar to E. coli dehydrogenase (AAC75778.1)	
SL2898	765	ygbI	+	3084385	3085149		STM2919	STM14_3521	STM474_3059	STMUK_2908	STMMW_28821	DeoR-family trancriptional regulator		similar to E. coli DeoR-type transcriptional regulator (AAC75777.1); DeoR family	
SL2899	405		-	3085168	3085572		STM2920	STM14_3522	STM474_3060	STMUK_2909	STMMW_28831	hypothetical regulatory protein			
SL2900	594		+	3085743	3086336		STM2921	STM14_3523	STM474_3061	STMUK_2910	STMMW_28841	possible decarboxylase			
SL2901	1428		+	3086336	3087763		STM2922	STM14_3524	STM474_3062	STMUK_2911	STMMW_28851	conserved hypothetical protein		similar to E. coli oxidoreductase (AAC76846.1)	
SL2902	237		+	3087774	3088010		STM2923	STM14_3525	STM474_3063	STMUK_2912	STMMW_28861	conserved hypothetical protein			
SL2903	993	rpoS	-	3088055	3089047		STM2924	STM14_3526	STM474_3064	STMUK_2913	STMMW_28871	RNA polymerase sigma subunit RpoS (sigma-38)	RNA polymerase sigma factor RpoS	sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released; this sigma factor controls a regulon of genes required for protection against external stresses	
SL2904	1134	nlpD	-	3089110	3090243		STM2925	STM14_3527	STM474_3065	STMUK_2914	STMMW_28881	lipoprotein NlpD precursor		outer membrane lipoprotein involved in stationary-phase cell survival; similar to LppB virulence determinant from Haemophilus somnus	
SL2905	627	pcm	-	3090419	3091045		STM2926	STM14_3529	STM474_3066	STMUK_2915	STMMW_28891	Protein-L-isoaspartate O-methyltransferase		catalyzes the methyl esterification of L-isoaspartyl residues that are formed in damaged proteins	
SL2906	762	surE	-	3091039	3091800		STM2927	STM14_3530	STM474_3067	STMUK_2916	STMMW_28901	Acid phosphatase surE	stationary phase survival protein SurE	catalyzes the conversion of a phosphate monoester to an alcohol and a phosphate	
SL2907	1050	truD	-	3091781	3092830	ygbO	STM2928	STM14_3531	STM474_3068	STMUK_2917	STMMW_28911	tRNA pseudouridine synthase D		catalyzes the modification of U13 in tRNA(Glu)	
SL2908	480	ispF	-	3092827	3093306		STM2929	STM14_3532	STM474_3069	STMUK_2918	STMMW_28921	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"		"catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate into 2-C-methyl-D-erythritol 2,4-cyclodiphosphate"	
SL2909	711	ispD	-	3093306	3094016		STM2930	STM14_3533	STM474_3070	STMUK_2919	STMMW_28931	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		4-diphosphocytidyl-2C-methyl-D-erythritol synthase; MEP cytidylyltransferase; MCT; catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate; involved in isoprenoid and isopentenyl-PP biosynthesis; forms homodimers	
SL2910	312	ftsB	-	3094035	3094346	ygbQ	STM2931	STM14_3534	STM474_3071	STMUK_2920	STMMW_28941	Cell division protein ftsB homolog.		forms a complex with FtsL and FtsQ; colocalizes to the septal region of the dividing cell; membrane protein	
SL2911	357	ygbE	-	3094537	3094893		STM2932	STM14_3536	STM474_3072	STMUK_2921		conserved hypothetical protein		similar to E. coli cytochrome oxidase subunit (AAC75791.1)	
SL2912	606	cysC	-	3094911	3095516		STM2933	STM14_3537	STM474_3073	STMUK_2922	STMMW_28961	Adenylylsulfate kinase		converts ATP and adenylyl sulfate to ADP and 3'-phosphoadenylyl sulfate; in E. coli this enzyme functions in cysteine biosynthesis	
SL2913	1440	cysN	-	3095503	3096942		STM2934	STM14_3538	STM474_3074	STMUK_2923	STMMW_28971	Sulfate adenylyltransferase subunit 1		may be GTPase that regulates ATP sulfurylase activity that is involved in converting ATP and sulfate to diphosphate and adenylylsulfate; in E. coli this enzyme functions in cysteine biosynthesis in the first step; forms a heterodimer with CysD; part of the GTP-binding elongation factor family CysN/NodQ	
SL2914	909	cysD	-	3096952	3097860		STM2935	STM14_3539	STM474_3075	STMUK_2924	STMMW_28981	ATP sulfurylase (ATP:sulfate adenyltransferase)	sulfate adenylyltransferase subunit 2	with CysN catalyzes the formation of adenylylsulfate from sulfate and ATP	
SL2915	1047	iap	+	3098111	3099157		STM2936	STM14_3540	STM474_3076	STMUK_2925	STMMW_28991	alkaline phosphatase isozyme conversion protein	alkaline phosphatase isozyme conversion aminopeptidase	catalyzes the sequential removal of 2 amino-terminal arginines from alkaline phosphatase isozyme 1 to form isozymes 2 and 3	
SL2916	297	ygbF	-	3100256	3100552		STM2937	STM14_3541	STM474_3078	STMUK_2926	STMMW_29001	conserved hypothetical protein			
SL2917	921		-	3100549	3101469		STM2938	STM14_3542	STM474_3079	STMUK_2927	STMMW_29011	conserved hypothetical protein			
SL2918	651	ygcH	-	3101466	3102116		STM2939	STM14_3543	STM474_3080	STMUK_2928	STMMW_29021	conserved hypothetical protein			
SL2919	747		-	3102098	3102844		STM2940	STM14_3544	STM474_3081	STMUK_2929	STMMW_29031	hypothetical protein			
SL2920	1059	yghJ	-	3102855	3103913		STM2941	STM14_3545	STM474_3082	STMUK_2930	STMMW_29041	hypothetical protein			
SL2921	561		-	3103927	3104487		STM2942	STM14_3546	STM474_3083	STMUK_2931	STMMW_29051	hypothetical protein			
SL2922	1557		-	3104484	3106040		STM2943	STM14_3547	STM474_3084	STMUK_2932	STMMW_29061	hypothetical protein			
SL2923	2664	ygcB	-	3106052	3108715		STM2944	STM14_3548	STM474_3085	STMUK_2933	STMMW_29071	conserved hypothetical protein			
SL2924	954	sopD	+	3109160	3110113		STM2945	STM14_3550	STM474_3087	STMUK_2934	STMMW_29081	"Type III secretion system effector protein-involved in bacterial invasion, also promotes secretion or accumulation of fluid"	secreted effector protein	hypothetical 36.1 kDa protein in cysH 3'region (ORF4) (SW:YGCC_SALTY); secreted by SPI-1; type III secretion	9826357; 12065528
SL2925	735	cysH	-	3110201	3110935		STM2946	STM14_3551	STM474_3088	STMUK_2935	STMMW_29091	Phosphoadenosine phosphosulfate reductase		catalyzes the reduction of 3'-phosphoadenylyl sulfate into sulfite	
SL2926	1713	cysI	-	3111011	3112723		STM2947	STM14_3552	STM474_3089	STMUK_2936	STMMW_29101	sulfite reductase (NADPH) hemoprotein alpha subunit	sulfite reductase subunit beta	hemoprotein; NADPH dependent; with the alpha subunit (a flavoprotein) catalyzes the reduction of sulfite to sulfide	
SL2927	1800	cysJ	-	3112723	3114522		STM2948	STM14_3553	STM474_3090	STMUK_2937	STMMW_29111	sulfite reductase (NADPH) flavoprotein beta subunit	sulfite reductase subunit alpha	catalyzes the reduction of sulfite to sulfide in the biosynthesis of L-cysteine from sulfate; a flavoprotein with flavin reductase activity	
SL2928	363	ptpS	+	3114946	3115308		STM2949	STM14_3554	STM474_3091	STMUK_2938	STMMW_29121	6-pyruvoyl tetrahydrobiopterin synthase		similar to E. coli 6-pyruvoyl tetrahydrobiopterin synthase (AAC75807.1)	
SL2929	798		-	3115396	3116193		STM2950	STM14_3555	STM474_3092	STMUK_2939	STMMW_29131	hypothetical protein		beta-lactamase superfamily II	
SL2930	672	ygcF	-	3118020	3118691		STM2951	STM14_3556	STM474_3095	STMUK_2940	STMMW_29141	conserved hypothetical protein		organic radical activating enzymes	
SL2931	1299	eno	-	3118827	3120125		STM2952	STM14_3557	STM474_3096	STMUK_2941	STMMW_29151	Enolase	phosphopyruvate hydratase	enolase; catalyzes the formation of phosphoenolpyruvate from 2-phospho-D-glycerate in glycolysis	
SL2932	1638	pyrG	-	3120208	3121845		STM2953	STM14_3558	STM474_3097	STMUK_2942	STMMW_29161	CTP synthase		CTP synthase; CTP synthase; cytidine triphosphate synthetase; catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen; in E. coli this enzyme forms a homotetramer	
SL2933	801	mazG	-	3122073	3122873		STM2954	STM14_3559	STM474_3098	STMUK_2943	STMMW_29171	conserved hypothetical protein	nucleoside triphosphate pyrophosphohydrolase	functions in degradation of stringent response intracellular messenger ppGpp; in E. coli this gene is co-transcribed with the toxin/antitoxin genes mazEF; activity of MazG is inhibited by MazEF in vitro; ppGpp inhibits mazEF expression; MazG thus works in limiting the toxic activity of the MazF toxin induced during starvation; MazG also interacts with the GTPase protein Era	
SL2934	105		+	3123527	3123631		-	-	-	-		hypothetical  fimbrial subunit			
SL2935	258		-	3123641	3123898		-	STM14_3562	STM474_3099	-	STMMW_29180	hypothetical DNA stabilisation protein			
SL2936	276		-	3123903	3124178		STM2955	STM14_3563	STM474_3100	-		conserved hypothetical protein			
SL2937	2235	relA	-	3124343	3126577		STM2956	STM14_3564	STM474_3101	STMUK_2945	STMMW_29191	GTP pyrophosphokinase	GDP/GTP pyrophosphokinase	(p)ppGpp synthetase; catalyzes the formation of pppGpp and ppGpp from ATP and GTP or GDP	
SL2938	1296	rumA	-	3126629	3127924	ygcA	STM2957	STM14_3565	STM474_3102	STMUK_2946	STMMW_29201	hypothetical RNA methyltransferase	23S rRNA 5-methyluridine methyltransferase	in E. coli this enzyme catalyzes the SAM-dependent methylation of U1939 in the 23S ribomal RNA; binds an iron-sulfur cluster [4Fe-4S]	
SL2939	2757	barA	+	3127982	3130738		STM2958	STM14_3566	STM474_3103	STMUK_2947	STMMW_29211	sensor protein	hybrid sensory histidine kinase BarA	part of the two-component regulatory system with UvrY; involved in the regulation of carbon metabolism via the csrA/csrB regulatory system	
SL2940	1143		-	3130782	3131924		STM2959	STM14_3567	STM474_3104	STMUK_2948	STMMW_29221	conserved hypothetical protein			
SL2941	1341	gudD	-	3132002	3133342	ygcX	STM2960	STM14_3568	STM474_3105	STMUK_2949	STMMW_29231	probable glucarate dehydratase 1		similar to E. coli glucarate dehydratase (AAC75829.1)	
SL2942	1341	ygcY	-	3133363	3134703		STM2961	STM14_3569	STM474_3106	STMUK_2950	STMMW_29241	probable glucarate dehydratase		similar to E. coli glucarate dehydratase (AAC75830.1)	
SL2943	1359	gudT	-	3134700	3136058	ygcZ	STM2962	STM14_3570	STM474_3107	STMUK_2951	STMMW_29251	probable glucarate transporter		similar to E. coli transport protein (AAC75831.1); MFS family	
SL2944	450		-	3136539	3136988		STM2963	STM14_3572	STM474_3109	STMUK_2952	STMMW_29271	conserved hypothetical protein	flavodoxin	"An electron-transfer protein; flavodoxin binds one FMN molecule, which serves as a redox-active prosthetic group"	
SL2945	783	yqcB	-	3137007	3137789		STM2964	STM14_3573	STM474_3110	STMUK_2953	STMMW_29281	hypothetical RNA pseudouridylate synthase	tRNA pseudouridine synthase C	catalyzes formation of pseudouridine at position 65 in tRNA-Ile1 and tRNA-Asp	
SL2946	330	yqcC	-	3137789	3138118		STM2965	STM14_3574	STM474_3111	STMUK_2954	STMMW_29291	conserved hypothetical protein			
SL2947	546	syd	-	3138730	3139275		STM2967	STM14_3576	STM474_3112	STMUK_2955	STMMW_29301	syd protein	SecY interacting protein Syd	SecY regulator that either chelates excess SecY or negatively regulates the SecYE translocase function	
SL2948	849	queF	+	3139344	3140192	yqcD	STM2968	STM14_3577	STM474_3113	STMUK_2956	STMMW_29311	conserved hypothetical protein	7-cyano-7-deazaguanine reductase	catalyzes the NADPH-dependent reduction of 7-cyano-7-deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1) in queuosine biosynthesis	
SL2949	1365	ygdH	+	3140305	3141669		STM2969	STM14_3578	STM474_3114	STMUK_2957	STMMW_29321	conserved hypothetical protein			
SL2950	1290	sdaC	+	3142234	3143523		STM2970	STM14_3581	STM474_3115	STMUK_2958	STMMW_29331	serine transporter		similar to E. coli probable serine transporter (AAC75838.1); HAAAP family	
SL2951	1368	sdaB	+	3143582	3144949		STM2971	STM14_3582	STM474_3116	STMUK_2959	STMMW_29341	L-serine dehydratase 2 (L-serine deaminase 2)	L-serine dehydratase/L-threonine deaminase 2	similar to E. coli L-serine dehydratase; deaminase; L-SD2 (AAC75839.1)	
SL2952	816	exo	+	3145060	3145875	xni	STM2972	STM14_3584	STM474_3117	STMUK_2960	STMMW_29351	5'-3' exonuclease		has 3'-5' exonuclease activity that preferentially acts on ssDNA; also 3'-phosphodiesterase activity at sites with 3' incised apurinic/apyrimidinic sites; can remove 3' phosphoglycolate groups	
SL2953	1149	fucO	-	3145967	3147115		STM2973	STM14_3586	STM474_3118	STMUK_2961	STMMW_29361	"1,2-propanediol oxidoreductase (lactaldehyde reductase)"		"similar to E. coli L-1,2-propanediol oxidoreductase (AAC75841.1)"	
SL2954	648	fucA	-	3147132	3147779		STM2974	STM14_3587	STM474_3119	STMUK_2962	STMMW_29371	fuculose-1-phosphate aldolase	L-fuculose phosphate aldolase	catalyzes the formation of glycerone phosphate and (S)-lactaldehyde from L-fuculose 1-phosphate	
SL2955	1317	fucP	+	3148334	3149650		STM2975	STM14_3589	STM474_3121	STMUK_2963	STMMW_29381	L-fucose permease			
SL2956	1776	fucI	+	3149682	3151457		STM2976	STM14_3590	STM474_3122	STMUK_2964	STMMW_29391	L-fuculose isomerase		catalyzes the conversion of the aldose L-fucose into the corresponding ketose L-fuculose	
SL2957	1419	fucK	+	3151558	3152976		STM2977	STM14_3591	STM474_3123	STMUK_2965	STMMW_29401	L-fuculose kinase			
SL2958	423	fucU	+	3152978	3153400		STM2978	STM14_3592	STM474_3124	STMUK_2966	STMMW_29411	fuscose operon fucU protein	L-fucose-binding protein		
SL2959	711	fucR	+	3153458	3154168		STM2979	STM14_3593	STM474_3125	STMUK_2967	STMMW_29421	l-fucose operon activator	DNA-binding transcriptional activator FucR	regulates expression of genes involved in L-fucose utilization	
SL2960	1101	ygdE	-	3154227	3155327		STM2980	STM14_3594	STM474_3126	STMUK_2968	STMMW_29431	conserved hypothetical protein	RNA 2'-O-ribose methyltransferase		
SL2961	396	ygdD	-	3155320	3155715		STM2981	STM14_3595	STM474_3127	STMUK_2969	STMMW_29441	conserved hypothetical protein			
SL2962	918	gcvA	-	3155734	3156651		STM2982	STM14_3596	STM474_3128	STMUK_2970	STMMW_29451	regulatory protein for glycine cleavage pathway	DNA-binding transcriptional activator GcvA	Glycine cleavage system transcriptional activator; activates the gcvTHP operon in the presence of glycine and represses the operon in its absence	
SL2963	228	ygdI	-	3156998	3157225		STM2983	STM14_3597	STM474_3129	STMUK_2971	STMMW_29461	possible lipoprotein			
SL2964	1206	csdA	+	3157418	3158623		STM2984	STM14_3598	STM474_3130	STMUK_2972	STMMW_29471	possible aminotransferase	cysteine sulfinate desulfinase		
SL2965	444	ygdK	+	3158623	3159066		STM2985	STM14_3599	STM474_3131	STMUK_2973	STMMW_29481	conserved hypothetical protein	FeS center assembly protein	similar to SufE	
SL2966	915		+	3159339	3160253		STM2986	STM14_3601	STM474_3132	STMUK_2974	STMMW_29491	hypothetical membrane protein			
SL2967	807	ygdL	-	3160305	3161111		STM2987	STM14_3602	STM474_3133	STMUK_2975	STMMW_29501	conserved hypothetical protein		similar to E. coli enzyme (AAC75854.1)	
SL2968	1098	mltA	-	3161221	3162318		STM2988	STM14_3603	STM474_3134	STMUK_2976	STMMW_29511	membrane-bound lytic murein transglycosylase A precursor		"membrane-bound, lytic; catalyzes the cleavage of the beta-1,4-glycosidic bond between N-acetylmuramic acid and N-acetylglucosamine residues"	
SL2969	1254	amiC	-	3162818	3164071		STM2991	STM14_3606	STM474_3137	STMUK_2979	STMMW_29521	N-acetylmuramoyl-L-alanine amidase		similar to E. coli amidase (AAC75856.1)	
SL2970	1332	argA	+	3164304	3165635		STM2992	STM14_3607	STM474_3138	STMUK_2980	STMMW_29531	Amino-acid acetyltransferase	N-acetylglutamate synthase	catalyzes the formation of N-acetyl-L-glutamate from L-glutamate and acetyl-CoA in arginine biosynthesis	
SL2971	1836	recD	-	3165738	3167573		STM2993	STM14_3608	STM474_3139	STMUK_2981	STMMW_29541	exonuclease V alpha-subunit	exonuclease V subunit alpha	helicase/nuclease; with RecBC catalyzes the exonucleolytic cleavage of DNA; RecD has 5' to 3' helicase activity	
